Date,E (PST),Stage,Month,Stage_m
1/22/2014,2:00:00 PM,11.9,January,3.62712
1/22/2014,3:00:00 PM,11.9,January,3.62712
1/22/2014,4:00:00 PM,11.91,January,3.630168
1/22/2014,5:00:00 PM,11.91,January,3.630168
1/22/2014,6:00:00 PM,11.91,January,3.630168
1/22/2014,7:00:00 PM,11.92,January,3.633216
1/22/2014,8:00:00 PM,11.92,January,3.633216
1/22/2014,9:00:00 PM,11.93,January,3.636264
1/22/2014,10:00:00 PM,11.93,January,3.636264
1/22/2014,11:00:00 PM,11.93,January,3.636264
1/23/2014,12:00:00 AM,11.92,January,3.633216
1/23/2014,1:00:00 AM,11.92,January,3.633216
1/23/2014,2:00:00 AM,11.92,January,3.633216
1/23/2014,3:00:00 AM,11.91,January,3.630168
1/23/2014,4:00:00 AM,11.9,January,3.62712
1/23/2014,5:00:00 AM,11.91,January,3.630168
1/23/2014,6:00:00 AM,11.91,January,3.630168
1/23/2014,7:00:00 AM,11.92,January,3.633216
1/23/2014,8:00:00 AM,11.91,January,3.630168
1/23/2014,9:00:00 AM,11.91,January,3.630168
1/23/2014,10:00:00 AM,11.91,January,3.630168
1/23/2014,11:00:00 AM,11.9,January,3.62712
1/23/2014,12:00:00 PM,11.89,January,3.624072
1/23/2014,1:00:00 PM,11.9,January,3.62712
1/23/2014,2:00:00 PM,11.9,January,3.62712
1/23/2014,3:00:00 PM,11.91,January,3.630168
1/23/2014,4:00:00 PM,11.92,January,3.633216
1/23/2014,5:00:00 PM,11.93,January,3.636264
1/23/2014,6:00:00 PM,11.94,January,3.639312
1/23/2014,7:00:00 PM,11.95,January,3.64236
1/23/2014,8:00:00 PM,11.96,January,3.645408
1/23/2014,9:00:00 PM,11.96,January,3.645408
1/23/2014,10:00:00 PM,11.96,January,3.645408
1/23/2014,11:00:00 PM,11.97,January,3.648456
1/24/2014,12:00:00 AM,11.96,January,3.645408
1/24/2014,1:00:00 AM,11.98,January,3.651504
1/24/2014,2:00:00 AM,11.99,January,3.654552
1/24/2014,3:00:00 AM,12,January,3.6576
1/24/2014,4:00:00 AM,11.98,January,3.651504
1/24/2014,5:00:00 AM,11.97,January,3.648456
1/24/2014,6:00:00 AM,11.97,January,3.648456
1/24/2014,7:00:00 AM,11.95,January,3.64236
1/24/2014,8:00:00 AM,11.98,January,3.651504
1/24/2014,9:00:00 AM,11.97,January,3.648456
1/24/2014,10:00:00 AM,11.97,January,3.648456
1/24/2014,11:00:00 AM,11.98,January,3.651504
1/24/2014,12:00:00 PM,11.98,January,3.651504
1/24/2014,1:00:00 PM,11.93,January,3.636264
1/24/2014,2:00:00 PM,11.93,January,3.636264
1/24/2014,3:00:00 PM,11.93,January,3.636264
1/24/2014,4:00:00 PM,11.93,January,3.636264
1/24/2014,5:00:00 PM,11.94,January,3.639312
1/24/2014,6:00:00 PM,11.94,January,3.639312
1/24/2014,7:00:00 PM,11.96,January,3.645408
1/24/2014,8:00:00 PM,11.95,January,3.64236
1/24/2014,9:00:00 PM,11.96,January,3.645408
1/24/2014,10:00:00 PM,11.96,January,3.645408
1/24/2014,11:00:00 PM,11.97,January,3.648456
1/25/2014,12:00:00 AM,11.97,January,3.648456
1/25/2014,1:00:00 AM,11.97,January,3.648456
1/25/2014,2:00:00 AM,11.97,January,3.648456
1/25/2014,3:00:00 AM,11.96,January,3.645408
1/25/2014,4:00:00 AM,11.96,January,3.645408
1/25/2014,5:00:00 AM,11.95,January,3.64236
1/25/2014,6:00:00 AM,11.94,January,3.639312
1/25/2014,7:00:00 AM,11.93,January,3.636264
1/25/2014,8:00:00 AM,11.94,January,3.639312
1/25/2014,9:00:00 AM,11.92,January,3.633216
1/25/2014,10:00:00 AM,11.95,January,3.64236
1/25/2014,11:00:00 AM,11.94,January,3.639312
1/25/2014,12:00:00 PM,11.91,January,3.630168
1/25/2014,1:00:00 PM,11.92,January,3.633216
1/25/2014,2:00:00 PM,11.91,January,3.630168
1/25/2014,3:00:00 PM,11.92,January,3.633216
1/25/2014,4:00:00 PM,11.92,January,3.633216
1/25/2014,5:00:00 PM,11.92,January,3.633216
1/25/2014,6:00:00 PM,11.94,January,3.639312
1/25/2014,7:00:00 PM,11.94,January,3.639312
1/25/2014,8:00:00 PM,11.94,January,3.639312
1/25/2014,9:00:00 PM,11.95,January,3.64236
1/25/2014,10:00:00 PM,11.96,January,3.645408
1/25/2014,11:00:00 PM,11.96,January,3.645408
1/26/2014,12:00:00 AM,11.96,January,3.645408
1/26/2014,1:00:00 AM,11.97,January,3.648456
1/26/2014,2:00:00 AM,11.97,January,3.648456
1/26/2014,3:00:00 AM,11.97,January,3.648456
1/26/2014,4:00:00 AM,11.98,January,3.651504
1/26/2014,5:00:00 AM,11.97,January,3.648456
1/26/2014,6:00:00 AM,11.98,January,3.651504
1/26/2014,7:00:00 AM,11.97,January,3.648456
1/26/2014,8:00:00 AM,11.97,January,3.648456
1/26/2014,9:00:00 AM,11.98,January,3.651504
1/26/2014,10:00:00 AM,11.98,January,3.651504
1/26/2014,11:00:00 AM,11.95,January,3.64236
1/26/2014,12:00:00 PM,11.98,January,3.651504
1/26/2014,1:00:00 PM,11.96,January,3.645408
1/26/2014,2:00:00 PM,11.95,January,3.64236
1/26/2014,3:00:00 PM,11.95,January,3.64236
1/26/2014,4:00:00 PM,11.96,January,3.645408
1/26/2014,5:00:00 PM,11.97,January,3.648456
1/26/2014,6:00:00 PM,11.95,January,3.64236
1/26/2014,7:00:00 PM,11.95,January,3.64236
1/26/2014,8:00:00 PM,11.98,January,3.651504
1/26/2014,9:00:00 PM,11.97,January,3.648456
1/26/2014,10:00:00 PM,11.98,January,3.651504
1/26/2014,11:00:00 PM,11.99,January,3.654552
1/27/2014,12:00:00 AM,11.99,January,3.654552
1/27/2014,1:00:00 AM,12.01,January,3.660648
1/27/2014,2:00:00 AM,12.01,January,3.660648
1/27/2014,3:00:00 AM,12.02,January,3.663696
1/27/2014,4:00:00 AM,12.01,January,3.660648
1/27/2014,5:00:00 AM,12,January,3.6576
1/27/2014,6:00:00 AM,12,January,3.6576
1/27/2014,7:00:00 AM,11.99,January,3.654552
1/27/2014,8:00:00 AM,12,January,3.6576
1/27/2014,9:00:00 AM,11.99,January,3.654552
1/27/2014,10:00:00 AM,11.99,January,3.654552
1/27/2014,11:00:00 AM,11.99,January,3.654552
1/27/2014,12:00:00 PM,11.99,January,3.654552
1/27/2014,1:00:00 PM,11.98,January,3.651504
1/27/2014,2:00:00 PM,11.98,January,3.651504
1/27/2014,3:00:00 PM,11.98,January,3.651504
1/27/2014,4:00:00 PM,11.99,January,3.654552
1/27/2014,5:00:00 PM,11.98,January,3.651504
1/27/2014,6:00:00 PM,11.99,January,3.654552
1/27/2014,7:00:00 PM,11.98,January,3.651504
1/27/2014,8:00:00 PM,12,January,3.6576
1/27/2014,9:00:00 PM,11.99,January,3.654552
1/27/2014,10:00:00 PM,12.02,January,3.663696
1/27/2014,11:00:00 PM,12.02,January,3.663696
1/28/2014,12:00:00 AM,12,January,3.6576
1/28/2014,1:00:00 AM,12.01,January,3.660648
1/28/2014,2:00:00 AM,12,January,3.6576
1/28/2014,3:00:00 AM,12.01,January,3.660648
1/28/2014,4:00:00 AM,12.01,January,3.660648
1/28/2014,5:00:00 AM,12.01,January,3.660648
1/28/2014,6:00:00 AM,12,January,3.6576
1/28/2014,7:00:00 AM,11.99,January,3.654552
1/28/2014,8:00:00 AM,11.98,January,3.651504
1/28/2014,9:00:00 AM,11.98,January,3.651504
1/28/2014,10:00:00 AM,11.98,January,3.651504
1/28/2014,11:00:00 AM,11.98,January,3.651504
1/28/2014,12:00:00 PM,11.99,January,3.654552
1/28/2014,1:00:00 PM,11.96,January,3.645408
1/28/2014,2:00:00 PM,11.96,January,3.645408
1/28/2014,3:00:00 PM,11.96,January,3.645408
1/28/2014,4:00:00 PM,11.96,January,3.645408
1/28/2014,5:00:00 PM,11.97,January,3.648456
1/28/2014,6:00:00 PM,11.97,January,3.648456
1/28/2014,7:00:00 PM,11.98,January,3.651504
1/28/2014,8:00:00 PM,11.99,January,3.654552
1/28/2014,9:00:00 PM,12,January,3.6576
1/28/2014,10:00:00 PM,12.01,January,3.660648
1/28/2014,11:00:00 PM,12.03,January,3.666744
1/29/2014,12:00:00 AM,12.04,January,3.669792
1/29/2014,1:00:00 AM,12.06,January,3.675888
1/29/2014,2:00:00 AM,12.07,January,3.678936
1/29/2014,3:00:00 AM,12.06,January,3.675888
1/29/2014,4:00:00 AM,12.08,January,3.681984
1/29/2014,5:00:00 AM,12.09,January,3.685032
1/29/2014,6:00:00 AM,12.07,January,3.678936
1/29/2014,7:00:00 AM,12.07,January,3.678936
1/29/2014,8:00:00 AM,12.09,January,3.685032
1/29/2014,9:00:00 AM,12.07,January,3.678936
1/29/2014,10:00:00 AM,12.06,January,3.675888
1/29/2014,11:00:00 AM,12.07,January,3.678936
1/29/2014,12:00:00 PM,12.06,January,3.675888
1/29/2014,1:00:00 PM,12.03,January,3.666744
1/29/2014,2:00:00 PM,12.04,January,3.669792
1/29/2014,3:00:00 PM,12.04,January,3.669792
1/29/2014,4:00:00 PM,12.04,January,3.669792
1/29/2014,5:00:00 PM,12.04,January,3.669792
1/29/2014,6:00:00 PM,12.05,January,3.67284
1/29/2014,7:00:00 PM,12.07,January,3.678936
1/29/2014,8:00:00 PM,12.06,January,3.675888
1/29/2014,9:00:00 PM,12.08,January,3.681984
1/29/2014,10:00:00 PM,12.09,January,3.685032
1/29/2014,11:00:00 PM,12.11,January,3.691128
1/30/2014,12:00:00 AM,12.14,January,3.700272
1/30/2014,1:00:00 AM,12.16,January,3.706368
1/30/2014,2:00:00 AM,12.18,January,3.712464
1/30/2014,3:00:00 AM,12.22,January,3.724656
1/30/2014,4:00:00 AM,12.22,January,3.724656
1/30/2014,5:00:00 AM,12.22,January,3.724656
1/30/2014,6:00:00 AM,12.25,January,3.7338
1/30/2014,7:00:00 AM,12.26,January,3.736848
1/30/2014,8:00:00 AM,12.26,January,3.736848
1/30/2014,9:00:00 AM,12.27,January,3.739896
1/30/2014,10:00:00 AM,12.29,January,3.745992
1/30/2014,11:00:00 AM,12.3,January,3.74904
1/30/2014,12:00:00 PM,12.3,January,3.74904
1/30/2014,1:00:00 PM,12.29,January,3.745992
1/30/2014,2:00:00 PM,12.31,January,3.752088
1/30/2014,3:00:00 PM,12.32,January,3.755136
1/30/2014,4:00:00 PM,12.34,January,3.761232
1/30/2014,5:00:00 PM,12.35,January,3.76428
1/30/2014,6:00:00 PM,12.37,January,3.770376
1/30/2014,7:00:00 PM,12.38,January,3.773424
1/30/2014,8:00:00 PM,12.41,January,3.782568
1/30/2014,9:00:00 PM,12.41,January,3.782568
1/30/2014,10:00:00 PM,12.44,January,3.791712
1/30/2014,11:00:00 PM,12.47,January,3.800856
1/31/2014,12:00:00 AM,12.52,January,3.816096
1/31/2014,1:00:00 AM,12.55,January,3.82524
1/31/2014,2:00:00 AM,12.59,January,3.837432
1/31/2014,3:00:00 AM,12.58,January,3.834384
1/31/2014,4:00:00 AM,12.62,January,3.846576
1/31/2014,5:00:00 AM,12.64,January,3.852672
1/31/2014,6:00:00 AM,12.65,January,3.85572
1/31/2014,7:00:00 AM,12.67,January,3.861816
1/31/2014,8:00:00 AM,12.69,January,3.867912
1/31/2014,9:00:00 AM,12.67,January,3.861816
1/31/2014,10:00:00 AM,12.67,January,3.861816
1/31/2014,11:00:00 AM,12.69,January,3.867912
1/31/2014,12:00:00 PM,12.69,January,3.867912
1/31/2014,1:00:00 PM,12.68,January,3.864864
1/31/2014,2:00:00 PM,12.68,January,3.864864
1/31/2014,3:00:00 PM,12.7,January,3.87096
1/31/2014,4:00:00 PM,12.71,January,3.874008
1/31/2014,5:00:00 PM,12.72,January,3.877056
1/31/2014,6:00:00 PM,12.72,January,3.877056
1/31/2014,7:00:00 PM,12.73,January,3.880104
1/31/2014,8:00:00 PM,12.73,January,3.880104
1/31/2014,9:00:00 PM,12.74,January,3.883152
1/31/2014,10:00:00 PM,12.76,January,3.889248
1/31/2014,11:00:00 PM,12.77,January,3.892296
2/1/2014,12:00:00 AM,12.79,February,3.898392
2/1/2014,1:00:00 AM,12.82,February,3.907536
2/1/2014,2:00:00 AM,12.83,February,3.910584
2/1/2014,3:00:00 AM,12.85,February,3.91668
2/1/2014,4:00:00 AM,12.86,February,3.919728
2/1/2014,5:00:00 AM,12.88,February,3.925824
2/1/2014,6:00:00 AM,12.88,February,3.925824
2/1/2014,7:00:00 AM,12.89,February,3.928872
2/1/2014,8:00:00 AM,12.9,February,3.93192
2/1/2014,9:00:00 AM,12.93,February,3.941064
2/1/2014,10:00:00 AM,12.91,February,3.934968
2/1/2014,11:00:00 AM,12.93,February,3.941064
2/1/2014,12:00:00 PM,12.93,February,3.941064
2/1/2014,1:00:00 PM,12.91,February,3.934968
2/1/2014,2:00:00 PM,12.92,February,3.938016
2/1/2014,3:00:00 PM,12.93,February,3.941064
2/1/2014,4:00:00 PM,12.94,February,3.944112
2/1/2014,5:00:00 PM,12.95,February,3.94716
2/1/2014,6:00:00 PM,12.95,February,3.94716
2/1/2014,7:00:00 PM,12.97,February,3.953256
2/1/2014,8:00:00 PM,12.95,February,3.94716
2/1/2014,9:00:00 PM,12.94,February,3.944112
2/1/2014,10:00:00 PM,12.95,February,3.94716
2/1/2014,11:00:00 PM,12.93,February,3.941064
2/2/2014,12:00:00 AM,12.95,February,3.94716
2/2/2014,1:00:00 AM,12.97,February,3.953256
2/2/2014,2:00:00 AM,12.97,February,3.953256
2/2/2014,3:00:00 AM,12.98,February,3.956304
2/2/2014,4:00:00 AM,12.97,February,3.953256
2/2/2014,5:00:00 AM,12.95,February,3.94716
2/2/2014,6:00:00 AM,12.94,February,3.944112
2/2/2014,7:00:00 AM,12.93,February,3.941064
2/2/2014,8:00:00 AM,12.89,February,3.928872
2/2/2014,9:00:00 AM,12.87,February,3.922776
2/2/2014,10:00:00 AM,12.86,February,3.919728
2/2/2014,11:00:00 AM,12.83,February,3.910584
2/2/2014,12:00:00 PM,12.81,February,3.904488
2/2/2014,1:00:00 PM,12.76,February,3.889248
2/2/2014,2:00:00 PM,12.75,February,3.8862
2/2/2014,3:00:00 PM,12.74,February,3.883152
2/2/2014,4:00:00 PM,12.73,February,3.880104
2/2/2014,5:00:00 PM,12.72,February,3.877056
2/2/2014,6:00:00 PM,12.71,February,3.874008
2/2/2014,7:00:00 PM,12.7,February,3.87096
2/2/2014,8:00:00 PM,12.69,February,3.867912
2/2/2014,9:00:00 PM,12.68,February,3.864864
2/2/2014,10:00:00 PM,12.67,February,3.861816
2/2/2014,11:00:00 PM,12.66,February,3.858768
2/3/2014,12:00:00 AM,12.67,February,3.861816
2/3/2014,1:00:00 AM,12.67,February,3.861816
2/3/2014,2:00:00 AM,12.65,February,3.85572
2/3/2014,3:00:00 AM,12.65,February,3.85572
2/3/2014,4:00:00 AM,12.65,February,3.85572
2/3/2014,5:00:00 AM,12.66,February,3.858768
2/3/2014,6:00:00 AM,12.69,February,3.867912
2/3/2014,7:00:00 AM,12.67,February,3.861816
2/3/2014,8:00:00 AM,12.65,February,3.85572
2/3/2014,9:00:00 AM,12.64,February,3.852672
2/3/2014,10:00:00 AM,12.64,February,3.852672
2/3/2014,11:00:00 AM,12.65,February,3.85572
2/3/2014,12:00:00 PM,12.63,February,3.849624
2/3/2014,1:00:00 PM,12.63,February,3.849624
2/3/2014,2:00:00 PM,12.62,February,3.846576
2/3/2014,3:00:00 PM,12.63,February,3.849624
2/3/2014,4:00:00 PM,12.64,February,3.852672
2/3/2014,5:00:00 PM,12.65,February,3.85572
2/3/2014,6:00:00 PM,12.65,February,3.85572
2/3/2014,7:00:00 PM,12.67,February,3.861816
2/3/2014,8:00:00 PM,12.67,February,3.861816
2/3/2014,9:00:00 PM,12.67,February,3.861816
2/3/2014,10:00:00 PM,12.66,February,3.858768
2/3/2014,11:00:00 PM,12.66,February,3.858768
2/4/2014,12:00:00 AM,12.67,February,3.861816
2/4/2014,1:00:00 AM,12.7,February,3.87096
2/4/2014,2:00:00 AM,12.66,February,3.858768
2/4/2014,3:00:00 AM,12.66,February,3.858768
2/4/2014,4:00:00 AM,12.67,February,3.861816
2/4/2014,5:00:00 AM,12.67,February,3.861816
2/4/2014,6:00:00 AM,12.67,February,3.861816
2/4/2014,7:00:00 AM,12.67,February,3.861816
2/4/2014,8:00:00 AM,12.65,February,3.85572
2/4/2014,9:00:00 AM,12.65,February,3.85572
2/4/2014,10:00:00 AM,12.64,February,3.852672
2/4/2014,11:00:00 AM,12.62,February,3.846576
2/4/2014,12:00:00 PM,12.62,February,3.846576
2/4/2014,1:00:00 PM,12.57,February,3.831336
2/4/2014,2:00:00 PM,12.56,February,3.828288
2/4/2014,3:00:00 PM,12.55,February,3.82524
2/4/2014,4:00:00 PM,12.54,February,3.822192
2/4/2014,5:00:00 PM,12.54,February,3.822192
2/4/2014,6:00:00 PM,12.54,February,3.822192
2/4/2014,7:00:00 PM,12.53,February,3.819144
2/4/2014,8:00:00 PM,12.53,February,3.819144
2/4/2014,9:00:00 PM,12.54,February,3.822192
2/4/2014,10:00:00 PM,12.53,February,3.819144
2/4/2014,11:00:00 PM,12.54,February,3.822192
2/5/2014,12:00:00 AM,12.52,February,3.816096
2/5/2014,1:00:00 AM,12.52,February,3.816096
2/5/2014,2:00:00 AM,12.52,February,3.816096
2/5/2014,3:00:00 AM,12.53,February,3.819144
2/5/2014,4:00:00 AM,12.54,February,3.822192
2/5/2014,5:00:00 AM,12.52,February,3.816096
2/5/2014,6:00:00 AM,12.55,February,3.82524
2/5/2014,7:00:00 AM,12.57,February,3.831336
2/5/2014,8:00:00 AM,12.58,February,3.834384
2/5/2014,9:00:00 AM,12.58,February,3.834384
2/5/2014,10:00:00 AM,12.6,February,3.84048
2/5/2014,11:00:00 AM,12.59,February,3.837432
2/5/2014,12:00:00 PM,12.59,February,3.837432
2/5/2014,1:00:00 PM,12.56,February,3.828288
2/5/2014,2:00:00 PM,12.57,February,3.831336
2/5/2014,3:00:00 PM,12.58,February,3.834384
2/5/2014,4:00:00 PM,12.6,February,3.84048
2/5/2014,5:00:00 PM,12.62,February,3.846576
2/5/2014,6:00:00 PM,12.61,February,3.843528
2/5/2014,7:00:00 PM,12.66,February,3.858768
2/5/2014,8:00:00 PM,12.67,February,3.861816
2/5/2014,9:00:00 PM,12.65,February,3.85572
2/5/2014,10:00:00 PM,12.68,February,3.864864
2/5/2014,11:00:00 PM,12.69,February,3.867912
2/6/2014,12:00:00 AM,12.71,February,3.874008
2/6/2014,1:00:00 AM,12.7,February,3.87096
2/6/2014,2:00:00 AM,12.74,February,3.883152
2/6/2014,3:00:00 AM,12.75,February,3.8862
2/6/2014,4:00:00 AM,12.77,February,3.892296
2/6/2014,5:00:00 AM,12.75,February,3.8862
2/6/2014,6:00:00 AM,12.78,February,3.895344
2/6/2014,7:00:00 AM,12.78,February,3.895344
2/6/2014,8:00:00 AM,12.81,February,3.904488
2/6/2014,9:00:00 AM,12.85,February,3.91668
2/6/2014,10:00:00 AM,12.87,February,3.922776
2/6/2014,11:00:00 AM,12.88,February,3.925824
2/6/2014,12:00:00 PM,12.88,February,3.925824
2/6/2014,1:00:00 PM,12.88,February,3.925824
2/6/2014,2:00:00 PM,12.87,February,3.922776
2/6/2014,3:00:00 PM,12.92,February,3.938016
2/6/2014,4:00:00 PM,12.95,February,3.94716
2/6/2014,5:00:00 PM,12.98,February,3.956304
2/6/2014,6:00:00 PM,12.99,February,3.959352
2/6/2014,7:00:00 PM,13.01,February,3.965448
2/6/2014,8:00:00 PM,13.03,February,3.971544
2/6/2014,9:00:00 PM,13.07,February,3.983736
2/6/2014,10:00:00 PM,13.06,February,3.980688
2/6/2014,11:00:00 PM,13.07,February,3.983736
2/7/2014,12:00:00 AM,13.11,February,3.995928
2/7/2014,1:00:00 AM,13.11,February,3.995928
2/7/2014,2:00:00 AM,13.11,February,3.995928
2/7/2014,3:00:00 AM,13.12,February,3.998976
2/7/2014,4:00:00 AM,13.13,February,4.002024
2/7/2014,5:00:00 AM,13.18,February,4.017264
2/7/2014,6:00:00 AM,13.17,February,4.014216
2/7/2014,7:00:00 AM,13.2,February,4.02336
2/7/2014,8:00:00 AM,13.23,February,4.032504
2/7/2014,9:00:00 AM,13.21,February,4.026408
2/7/2014,10:00:00 AM,13.19,February,4.020312
2/7/2014,11:00:00 AM,13.17,February,4.014216
2/7/2014,12:00:00 PM,13.21,February,4.026408
2/7/2014,1:00:00 PM,13.25,February,4.0386
2/7/2014,2:00:00 PM,13.25,February,4.0386
2/7/2014,3:00:00 PM,13.3,February,4.05384
2/7/2014,4:00:00 PM,13.33,February,4.062984
2/7/2014,5:00:00 PM,13.33,February,4.062984
2/7/2014,6:00:00 PM,13.34,February,4.066032
2/7/2014,7:00:00 PM,13.37,February,4.075176
2/7/2014,8:00:00 PM,13.38,February,4.078224
2/7/2014,9:00:00 PM,13.4,February,4.08432
2/7/2014,10:00:00 PM,13.41,February,4.087368
2/7/2014,11:00:00 PM,13.44,February,4.096512
2/8/2014,12:00:00 AM,13.48,February,4.108704
2/8/2014,1:00:00 AM,13.46,February,4.102608
2/8/2014,2:00:00 AM,13.46,February,4.102608
2/8/2014,3:00:00 AM,13.49,February,4.111752
2/8/2014,4:00:00 AM,13.48,February,4.108704
2/8/2014,5:00:00 AM,13.5,February,4.1148
2/8/2014,6:00:00 AM,13.53,February,4.123944
2/8/2014,7:00:00 AM,13.52,February,4.120896
2/8/2014,8:00:00 AM,13.57,February,4.136136
2/8/2014,9:00:00 AM,13.55,February,4.13004
2/8/2014,10:00:00 AM,13.61,February,4.148328
2/8/2014,11:00:00 AM,13.6,February,4.14528
2/8/2014,12:00:00 PM,13.62,February,4.151376
2/8/2014,1:00:00 PM,13.6,February,4.14528
2/8/2014,2:00:00 PM,13.6,February,4.14528
2/8/2014,3:00:00 PM,13.61,February,4.148328
2/8/2014,4:00:00 PM,13.63,February,4.154424
2/8/2014,5:00:00 PM,13.65,February,4.16052
2/8/2014,6:00:00 PM,13.68,February,4.169664
2/8/2014,7:00:00 PM,13.71,February,4.178808
2/8/2014,8:00:00 PM,13.73,February,4.184904
2/8/2014,9:00:00 PM,13.79,February,4.203192
2/8/2014,10:00:00 PM,13.82,February,4.212336
2/8/2014,11:00:00 PM,13.86,February,4.224528
2/9/2014,12:00:00 AM,13.9,February,4.23672
2/9/2014,1:00:00 AM,13.94,February,4.248912
2/9/2014,2:00:00 AM,13.96,February,4.255008
2/9/2014,3:00:00 AM,14.01,February,4.270248
2/9/2014,4:00:00 AM,14.1,February,4.29768
2/9/2014,5:00:00 AM,14.15,February,4.31292
2/9/2014,6:00:00 AM,14.2,February,4.32816
2/9/2014,7:00:00 AM,14.28,February,4.352544
2/9/2014,8:00:00 AM,14.3,February,4.35864
2/9/2014,9:00:00 AM,14.37,February,4.379976
2/9/2014,10:00:00 AM,14.44,February,4.401312
2/9/2014,11:00:00 AM,14.58,February,4.443984
2/9/2014,12:00:00 PM,14.61,February,4.453128
2/9/2014,1:00:00 PM,14.71,February,4.483608
2/9/2014,2:00:00 PM,14.83,February,4.520184
2/9/2014,3:00:00 PM,14.9,February,4.54152
2/9/2014,4:00:00 PM,15.01,February,4.575048
2/9/2014,5:00:00 PM,15.11,February,4.605528
2/9/2014,6:00:00 PM,15.2,February,4.63296
2/9/2014,7:00:00 PM,15.32,February,4.669536
2/9/2014,8:00:00 PM,15.46,February,4.712208
2/9/2014,9:00:00 PM,15.57,February,4.745736
2/9/2014,10:00:00 PM,15.72,February,4.791456
2/9/2014,11:00:00 PM,15.87,February,4.837176
2/10/2014,12:00:00 AM,16.04,February,4.888992
2/10/2014,1:00:00 AM,16.2,February,4.93776
2/10/2014,2:00:00 AM,16.39,February,4.995672
2/10/2014,3:00:00 AM,16.5,February,5.0292
2/10/2014,4:00:00 AM,16.68,February,5.084064
2/10/2014,5:00:00 AM,16.82,February,5.126736
2/10/2014,6:00:00 AM,17.01,February,5.184648
2/10/2014,7:00:00 AM,17.16,February,5.230368
2/10/2014,8:00:00 AM,17.31,February,5.276088
2/10/2014,9:00:00 AM,17.48,February,5.327904
2/10/2014,10:00:00 AM,17.62,February,5.370576
2/10/2014,11:00:00 AM,17.78,February,5.419344
2/10/2014,12:00:00 PM,17.92,February,5.462016
2/10/2014,1:00:00 PM,18.08,February,5.510784
2/10/2014,2:00:00 PM,18.25,February,5.5626
2/10/2014,3:00:00 PM,18.41,February,5.611368
2/10/2014,4:00:00 PM,18.53,February,5.647944
2/10/2014,5:00:00 PM,18.67,February,5.690616
2/10/2014,6:00:00 PM,18.82,February,5.736336
2/10/2014,7:00:00 PM,18.95,February,5.77596
2/10/2014,8:00:00 PM,19.07,February,5.812536
2/10/2014,9:00:00 PM,19.21,February,5.855208
2/10/2014,10:00:00 PM,19.3,February,5.88264
2/10/2014,11:00:00 PM,19.43,February,5.922264
2/11/2014,12:00:00 AM,19.56,February,5.961888
2/11/2014,1:00:00 AM,19.73,February,6.013704
2/11/2014,2:00:00 AM,19.83,February,6.044184
2/11/2014,3:00:00 AM,19.96,February,6.083808
2/11/2014,4:00:00 AM,19.93,February,6.074664
2/11/2014,5:00:00 AM,20.08,February,6.120384
2/11/2014,6:00:00 AM,20.17,February,6.147816
2/11/2014,7:00:00 AM,20.26,February,6.175248
2/11/2014,8:00:00 AM,20.36,February,6.205728
2/11/2014,9:00:00 AM,20.46,February,6.236208
2/11/2014,10:00:00 AM,20.57,February,6.269736
2/11/2014,11:00:00 AM,20.67,February,6.300216
2/11/2014,12:00:00 PM,20.78,February,6.333744
2/11/2014,1:00:00 PM,20.93,February,6.379464
2/11/2014,2:00:00 PM,21.04,February,6.412992
2/11/2014,3:00:00 PM,21.18,February,6.455664
2/11/2014,4:00:00 PM,21.33,February,6.501384
2/11/2014,5:00:00 PM,21.42,February,6.528816
2/11/2014,6:00:00 PM,21.64,February,6.595872
2/11/2014,7:00:00 PM,21.62,February,6.589776
2/11/2014,8:00:00 PM,21.71,February,6.617208
2/11/2014,9:00:00 PM,21.75,February,6.6294
2/11/2014,10:00:00 PM,21.92,February,6.681216
2/11/2014,11:00:00 PM,21.89,February,6.672072
2/12/2014,12:00:00 AM,21.95,February,6.69036
2/12/2014,1:00:00 AM,21.95,February,6.69036
2/12/2014,2:00:00 AM,21.97,February,6.696456
2/12/2014,3:00:00 AM,21.97,February,6.696456
2/12/2014,4:00:00 AM,21.99,February,6.702552
2/12/2014,5:00:00 AM,21.96,February,6.693408
2/12/2014,6:00:00 AM,21.94,February,6.687312
2/12/2014,7:00:00 AM,21.89,February,6.672072
2/12/2014,8:00:00 AM,21.84,February,6.656832
2/12/2014,9:00:00 AM,21.79,February,6.641592
2/12/2014,10:00:00 AM,21.73,February,6.623304
2/12/2014,11:00:00 AM,21.66,February,6.601968
2/12/2014,12:00:00 PM,21.66,February,6.601968
2/12/2014,1:00:00 PM,21.54,February,6.565392
2/12/2014,2:00:00 PM,21.48,February,6.547104
2/12/2014,3:00:00 PM,21.42,February,6.528816
2/12/2014,4:00:00 PM,21.32,February,6.498336
2/12/2014,5:00:00 PM,21.23,February,6.470904
2/12/2014,6:00:00 PM,21.11,February,6.434328
2/12/2014,7:00:00 PM,21,February,6.4008
2/12/2014,8:00:00 PM,20.92,February,6.376416
2/12/2014,9:00:00 PM,20.82,February,6.345936
2/12/2014,10:00:00 PM,20.72,February,6.315456
2/12/2014,11:00:00 PM,20.61,February,6.281928
2/13/2014,12:00:00 AM,20.5,February,6.2484
2/13/2014,1:00:00 AM,20.41,February,6.220968
2/13/2014,2:00:00 AM,20.3,February,6.18744
2/13/2014,3:00:00 AM,20.19,February,6.153912
